"service_id","date","exception_type"
184,20201026,1
184,20201020,1
184,20201027,1
184,20201021,1
184,20201028,1
184,20201022,1
184,20201029,1
184,20201016,1
184,20201023,1
184,20201030,1
184,20201031,2
185,20201019,1
185,20201026,1
185,20201020,1
185,20201027,1
185,20201021,1
185,20201028,1
185,20201022,1
185,20201029,1
185,20201016,1
185,20201023,1
185,20201030,1
185,20201031,1
186,20201016,1
186,20201023,1
186,20201030,1
186,20201031,2
186,20201018,1
186,20201025,1
187,20201019,1
187,20201026,1
187,20201020,1
187,20201027,1
187,20201021,1
187,20201028,1
187,20201022,1
187,20201029,1
187,20201016,1
187,20201023,1
187,20201030,1
188,20201019,1
188,20201026,1
188,20201020,1
188,20201027,1
188,20201021,1
188,20201028,1
188,20201022,1
188,20201029,1
188,20201016,1
188,20201023,1
188,20201030,1
188,20201018,1
188,20201025,1
189,20201021,2
190,20201020,2
190,20201021,2
190,20201015,2
190,20201022,2
191,20201031,1
193,20201019,2
193,20201016,2
193,20201023,2
194,20201019,2
194,20201021,2
194,20201015,2
194,20201022,2
194,20201016,2
194,20201023,2
195,20201019,2
195,20201026,2
195,20201020,2
195,20201027,2
195,20201021,2
195,20201028,2
195,20201015,2
195,20201022,2
195,20201029,2
195,20201016,2
195,20201023,2
195,20201030,2
195,20201017,2
195,20201024,2
195,20201018,2
195,20201025,2
196,20201019,2
196,20201026,2
196,20201020,2
196,20201027,2
196,20201021,2
196,20201028,2
196,20201015,2
196,20201022,2
196,20201029,2
196,20201105,2
196,20201016,2
196,20201023,2
196,20201030,2
196,20201106,2
196,20201017,2
196,20201024,2
196,20201018,2
196,20201025,2
197,20201105,1
197,20201106,1
198,20201019,2
198,20201026,2
198,20201020,2
198,20201027,2
198,20201103,2
198,20201021,2
198,20201028,2
198,20201015,2
198,20201022,2
198,20201029,2
198,20201016,2
198,20201023,2
198,20201030,2
198,20201017,2
198,20201024,2
198,20201031,2
198,20201018,2
198,20201025,2
199,20201103,1
200,20201019,2
200,20201020,2
200,20201015,2
200,20201031,2
202,20201019,2
202,20201026,2
202,20201020,2
202,20201021,2
202,20201015,2
202,20201022,2
202,20201016,2
202,20201023,2
203,20201019,1
203,20201026,1
203,20201020,1
203,20201021,1
203,20201015,1
203,20201022,1
203,20201016,1
203,20201023,1
204,20201019,2
204,20201026,2
204,20201020,2
204,20201021,2
204,20201015,2
204,20201022,2
204,20201016,2
204,20201023,2
204,20201017,2
204,20201024,2
204,20201018,2
204,20201025,2
205,20201019,1
205,20201026,1
205,20201020,1
205,20201021,1
205,20201015,1
205,20201022,1
205,20201016,1
205,20201023,1
205,20201017,1
205,20201024,1
205,20201018,1
205,20201025,1
206,20201019,1
206,20201020,1
206,20201015,1
206,20201016,1
206,20201017,1
206,20201018,1
207,20201019,1
207,20201020,1
207,20201015,1
207,20201016,1
208,20201019,2
208,20201020,2
208,20201015,2
208,20201016,2
208,20201017,2
208,20201018,2
209,20201019,2
209,20201020,2
209,20201015,2
209,20201016,2
210,20201017,2
210,20201024,2
210,20201121,2
210,20201122,2
211,20201120,2
211,20201121,2
212,20201026,1
213,20201111,1
214,20201023,1
214,20201030,1
215,20201016,1
215,20201018,1
216,20201015,1
216,20201016,1
216,20201017,1
216,20201018,1
217,20201016,1
217,20201023,1
217,20201030,1
218,20201019,1
218,20201026,1
218,20201020,1
218,20201027,1
218,20201021,1
218,20201028,1
218,20201015,1
218,20201022,1
218,20201029,1
218,20201016,1
218,20201023,1
218,20201030,1
218,20201017,1
218,20201024,1
218,20201018,1
218,20201025,1
219,20201102,1
219,20201103,1
219,20201101,1
220,20201026,1
220,20201027,1
220,20201028,1
221,20201019,1
221,20201020,1
221,20201021,1
222,20201019,1
222,20201026,1
222,20201020,1
222,20201027,1
222,20201021,1
222,20201028,1
223,20201019,1
223,20201026,1
223,20201020,1
223,20201027,1
224,20201102,1
224,20201103,1
224,20201104,1
225,20201026,1
225,20201027,1
226,20201019,1
226,20201020,1
226,20201018,1
227,20201026,1
227,20201027,1
227,20201025,1
228,20201019,1
228,20201026,1
228,20201020,1
228,20201027,1
228,20201021,1
228,20201028,1
228,20201016,1
228,20201017,1
229,20201019,1
229,20201020,1
229,20201016,1
229,20201017,1
229,20201018,1
230,20201019,1
230,20201020,1
230,20201021,1
230,20201016,1
230,20201017,1
231,20201102,1
232,20201019,1
232,20201026,1
233,20201101,1
234,20201026,1
234,20201102,1
234,20201103,1
235,20201019,1
235,20201026,1
235,20201102,1
236,20201026,1
236,20201027,1
236,20201024,1
236,20201025,1
237,20201109,1
237,20201103,1
237,20201110,1
237,20201104,1
237,20201111,1
237,20201105,1
237,20201112,1
237,20201106,1
237,20201113,1
237,20201024,1
237,20201031,1
237,20201107,1
237,20201108,1
238,20201102,1
238,20201109,1
238,20201103,1
238,20201110,1
238,20201104,1
238,20201111,1
238,20201105,1
238,20201112,1
238,20201106,1
239,20201102,1
239,20201109,1
239,20201103,1
239,20201110,1
239,20201104,1
239,20201111,1
239,20201105,1
239,20201112,1
239,20201106,1
239,20201107,1
239,20201108,1
240,20201026,1
240,20201023,1
240,20201024,1
240,20201025,1
241,20201027,1
242,20201019,1
242,20201026,1
242,20201020,1
242,20201027,1
242,20201021,1
242,20201028,1
242,20201015,1
242,20201022,1
242,20201029,1
242,20201016,1
242,20201023,1
242,20201017,1
242,20201024,1
242,20201018,1
242,20201025,1
243,20201019,1
243,20201026,1
243,20201018,1
243,20201025,1
244,20201102,1
244,20201109,1
244,20201116,1
244,20201108,1
244,20201115,1
245,20201102,1
245,20201109,1
245,20201116,1
245,20201103,1
245,20201110,1
245,20201117,1
245,20201104,1
245,20201111,1
245,20201118,1
245,20201105,1
245,20201112,1
245,20201119,1
245,20201106,1
245,20201113,1
245,20201120,1
246,20201102,1
246,20201109,1
246,20201116,1
246,20201103,1
246,20201110,1
246,20201117,1
246,20201104,1
246,20201111,1
246,20201118,1
246,20201105,1
246,20201112,1
246,20201119,1
246,20201106,1
246,20201113,1
246,20201120,1
246,20201107,1
246,20201114,1
246,20201101,1
246,20201108,1
246,20201115,1
247,20201107,1
247,20201114,1
247,20201101,1
247,20201108,1
247,20201115,1
248,20201030,1
249,20201102,1
249,20201109,1
249,20201116,1
249,20201103,1
249,20201110,1
249,20201117,1
249,20201104,1
249,20201111,1
249,20201118,1
249,20201105,1
249,20201112,1
249,20201119,1
250,20201019,1
250,20201026,1
250,20201020,1
250,20201027,1
250,20201021,1
250,20201028,1
250,20201015,1
250,20201022,1
250,20201029,1
250,20201016,1
250,20201023,1
251,20201102,1
251,20201109,1
251,20201116,1
251,20201103,1
251,20201110,1
251,20201117,1
251,20201104,1
251,20201111,1
251,20201118,1
251,20201105,1
251,20201112,1
251,20201119,1
251,20201106,1
251,20201113,1
251,20201120,1
251,20201107,1
251,20201114,1
251,20201121,1
251,20201108,1
251,20201115,1
252,20201107,1
252,20201114,1
252,20201108,1
252,20201115,1
253,20201019,1
253,20201020,1
253,20201016,1
253,20201017,1
255,20201102,2
255,20201103,2
256,20201111,1
257,20201027,1
257,20201017,1
257,20201018,1
258,20201027,1
258,20201016,1
258,20201017,1
258,20201018,1
259,20201028,1
259,20201029,1
259,20201030,1
259,20201031,1
259,20201101,1
260,20201018,2
260,20201025,2
260,20201101,2
261,20201028,1
261,20201029,1
261,20201030,1
261,20201031,1
262,20201019,2
262,20201026,2
262,20201020,2
262,20201027,2
262,20201021,2
262,20201015,2
262,20201022,2
262,20201016,2
262,20201023,2
262,20201017,2
262,20201024,2
262,20201018,2
262,20201025,2
262,20201101,2
263,20201031,1
263,20201101,1
264,20201028,1
264,20201029,1
264,20201030,1
265,20201019,1
265,20201026,1
265,20201020,1
265,20201027,1
265,20201021,1
265,20201028,1
265,20201015,1
265,20201022,1
265,20201029,1
265,20201016,1
265,20201023,1
265,20201030,1
265,20201024,1
266,20201019,1
266,20201026,1
266,20201020,1
266,20201027,1
266,20201021,1
266,20201028,1
266,20201015,1
266,20201022,1
266,20201029,1
266,20201016,1
266,20201023,1
266,20201030,1
266,20201017,1
266,20201024,1
266,20201031,1
266,20201018,1
266,20201025,1
266,20201101,1
267,20201017,1
267,20201024,1
267,20201031,1
267,20201018,1
267,20201025,1
267,20201101,1
268,20201019,1
268,20201026,1
268,20201020,1
268,20201021,1
268,20201028,1
268,20201015,1
268,20201022,1
268,20201029,1
268,20201016,1
268,20201023,1
268,20201030,1
268,20201017,1
268,20201024,1
268,20201031,1
268,20201018,1
268,20201025,1
268,20201101,1
269,20201019,1
269,20201026,1
269,20201020,1
269,20201021,1
269,20201028,1
269,20201015,1
269,20201022,1
269,20201029,1
269,20201016,1
269,20201023,1
269,20201030,1
269,20201017,1
269,20201024,1
269,20201031,1
269,20201018,1
269,20201025,1
270,20201017,1
270,20201024,1
270,20201031,1
270,20201018,1
270,20201025,1
271,20201019,2
271,20201026,2
271,20201020,2
271,20201027,2
271,20201021,2
271,20201028,2
271,20201015,2
271,20201022,2
271,20201029,2
271,20201016,2
271,20201023,2
271,20201030,2
271,20201017,2
271,20201024,2
271,20201031,2
272,20201019,2
272,20201026,2
272,20201020,2
272,20201027,2
272,20201021,2
272,20201028,2
272,20201015,2
272,20201022,2
272,20201029,2
272,20201016,2
272,20201023,2
272,20201030,2
272,20201017,2
272,20201024,2
272,20201031,2
272,20201018,2
272,20201025,2
272,20201101,2
273,20201017,2
273,20201024,2
273,20201031,2
273,20201018,2
273,20201025,2
273,20201101,2
274,20201019,1
274,20201026,1
274,20201020,1
274,20201027,1
274,20201021,1
274,20201015,1
274,20201022,1
274,20201016,1
274,20201023,1
274,20201017,1
274,20201024,1
274,20201018,1
274,20201025,1
275,20201019,1
275,20201026,1
275,20201020,1
275,20201027,1
275,20201021,1
275,20201015,1
275,20201022,1
275,20201016,1
275,20201023,1
275,20201024,1
275,20201025,1
276,20201019,1
276,20201026,1
276,20201020,1
276,20201021,1
276,20201015,1
276,20201022,1
276,20201016,1
276,20201023,1
276,20201024,1
276,20201025,1
277,20201019,1
277,20201026,1
277,20201020,1
277,20201021,1
277,20201015,1
277,20201022,1
277,20201023,1
277,20201024,1
277,20201025,1
278,20201024,1
278,20201025,1
279,20201019,2
279,20201026,2
280,20201019,1
280,20201026,1
280,20201020,1
280,20201021,1
280,20201028,1
280,20201015,1
280,20201022,1
280,20201029,1
280,20201016,1
280,20201023,1
280,20201030,1
280,20201017,1
280,20201024,1
280,20201031,1
281,20201018,1
281,20201025,1
282,20201027,2
282,20201101,2
283,20201019,1
283,20201026,1
283,20201020,1
283,20201027,1
283,20201021,1
283,20201028,1
283,20201015,1
283,20201022,1
283,20201029,1
283,20201016,1
283,20201023,1
283,20201030,1
283,20201017,1
283,20201024,1
283,20201031,1
284,20201019,1
284,20201026,1
284,20201020,1
284,20201027,1
284,20201021,1
284,20201028,1
284,20201015,1
284,20201022,1
284,20201029,1
284,20201016,1
284,20201023,1
284,20201030,1
284,20201017,1
284,20201024,1
284,20201031,1
284,20201018,1
284,20201025,1
285,20201028,2
285,20201022,2
285,20201023,2
285,20201024,2
285,20201025,2
286,20201028,1
287,20201022,2
287,20201023,2
287,20201024,2
287,20201025,2
288,20201019,2
288,20201020,2
288,20201015,2
288,20201016,2
288,20201017,2
288,20201212,2
288,20201018,2
289,20201022,1
289,20201023,1
289,20201024,1
289,20201025,1
290,20201019,2
290,20201020,2
290,20201021,2
290,20201015,2
290,20201022,2
290,20201016,2
290,20201017,2
290,20201018,2
291,20201019,1
291,20201020,1
291,20201021,1
291,20201022,1
293,20201015,1
293,20201016,1
293,20201017,1
294,20201019,2
294,20201026,2
294,20201020,2
294,20201027,2
294,20201021,2
294,20201028,2
294,20201015,2
294,20201022,2
294,20201029,2
294,20201016,2
294,20201023,2
294,20201017,2
294,20201024,2
294,20201018,2
294,20201025,2
295,20201019,1
295,20201026,1
295,20201020,1
295,20201027,1
295,20201021,1
295,20201028,1
295,20201022,1
295,20201029,1
295,20201023,1
295,20201024,1
295,20201025,1
296,20201019,2
296,20201026,2
296,20201020,2
296,20201027,2
296,20201021,2
296,20201028,2
296,20201015,2
296,20201022,2
296,20201029,2
296,20201016,2
296,20201023,2
297,20201019,1
297,20201026,1
297,20201020,1
297,20201027,1
297,20201021,1
297,20201028,1
297,20201022,1
297,20201029,1
297,20201023,1
298,20201019,2
298,20201026,2
298,20201020,2
298,20201027,2
298,20201021,2
298,20201028,2
298,20201015,2
298,20201022,2
298,20201029,2
298,20201016,2
298,20201023,2
298,20201017,2
298,20201024,2
298,20201031,2
299,20201019,1
299,20201026,1
299,20201020,1
299,20201027,1
299,20201021,1
299,20201028,1
299,20201022,1
299,20201029,1
299,20201023,1
299,20201024,1
300,20201019,2
300,20201026,2
300,20201020,2
300,20201027,2
300,20201021,2
300,20201028,2
300,20201015,2
300,20201022,2
300,20201029,2
300,20201016,2
300,20201023,2
300,20201018,2
300,20201025,2
301,20201019,1
301,20201026,1
301,20201020,1
301,20201027,1
301,20201021,1
301,20201028,1
301,20201022,1
301,20201029,1
301,20201023,1
301,20201025,1
302,20201015,1
302,20201016,1
302,20201018,1
303,20201029,1
304,20201118,1
305,20201028,2
306,20201026,1
306,20201118,1
307,20201026,1
307,20201024,1
307,20201025,1
308,20201026,1
308,20201024,1
309,20201026,2
309,20201118,2
309,20201029,2
310,20201026,2
310,20201118,2
311,20201026,2
311,20201024,2
311,20201025,2
312,20201026,2
312,20201118,2
312,20201024,2
312,20201031,2
313,20201026,2
313,20201023,2
313,20201024,2
313,20201025,2
314,20201026,2
314,20201028,2
314,20201023,2
314,20201024,2
314,20201025,2
315,20201025,2
316,20201029,2
317,20201026,2
317,20201027,2
317,20201028,2
317,20201023,2
317,20201024,2
317,20201025,2
318,20201026,2
319,20201025,2
320,20201026,2
320,20201025,2
321,20201027,2
321,20201028,2
321,20201025,2
322,20201027,1
322,20201028,1
323,20201027,2
323,20201028,2
324,20201020,2
324,20201105,2
325,20201104,2
325,20201025,2
326,20201019,2
326,20201104,2
326,20201025,2
327,20201105,1
328,20201104,1
329,20201020,2
329,20201015,2
330,20201019,1
330,20201020,1
330,20201027,1
330,20201021,1
330,20201028,1
330,20201015,1
330,20201022,1
330,20201029,1
330,20201016,1
330,20201030,1
330,20201017,1
330,20201031,1
330,20201018,1
330,20201101,1
331,20201102,2
331,20201109,2
331,20201103,2
331,20201110,2
331,20201104,2
331,20201111,2
331,20201105,2
331,20201112,2
331,20201106,2
331,20201107,2
331,20201108,2
332,20201019,2
332,20201102,2
332,20201109,2
332,20201103,2
332,20201110,2
332,20201104,2
332,20201111,2
332,20201105,2
332,20201112,2
332,20201106,2
332,20201107,2
332,20201108,2
333,20201026,2
333,20201102,2
333,20201109,2
333,20201103,2
333,20201110,2
333,20201104,2
333,20201111,2
333,20201105,2
333,20201112,2
333,20201023,2
333,20201106,2
333,20201024,2
333,20201107,2
333,20201025,2
333,20201108,2
334,20201019,1
334,20201026,1
334,20201020,1
334,20201027,1
334,20201021,1
334,20201028,1
334,20201015,1
334,20201022,1
334,20201029,1
334,20201016,1
334,20201023,1
334,20201030,1
334,20201018,1
334,20201025,1
334,20201101,1
335,20201019,1
335,20201026,1
335,20201020,1
335,20201027,1
335,20201021,1
335,20201028,1
335,20201015,1
335,20201022,1
335,20201029,1
335,20201016,1
335,20201023,1
335,20201030,1
335,20201018,1
335,20201025,1
336,20201019,2
336,20201026,2
336,20201020,2
336,20201027,2
336,20201021,2
336,20201028,2
336,20201015,2
336,20201022,2
336,20201029,2
336,20201018,2
336,20201025,2
336,20201101,2
337,20201102,2
337,20201109,2
337,20201103,2
337,20201110,2
337,20201104,2
337,20201111,2
337,20201105,2
337,20201112,2
337,20201023,2
337,20201106,2
337,20201107,2
337,20201108,2
338,20201019,2
338,20201026,2
338,20201020,2
338,20201027,2
338,20201021,2
338,20201028,2
338,20201015,2
338,20201022,2
338,20201029,2
338,20201016,2
338,20201023,2
338,20201030,2
338,20201018,2
338,20201025,2
338,20201101,2
339,20201016,2
339,20201023,2
339,20201030,2
339,20201017,2
339,20201024,2
339,20201031,2
340,20201016,1
340,20201023,1
340,20201030,1
340,20201017,1
340,20201024,1
